id,name,institution,department,departmentId,imageUrl,hIndex,i10Index,publications,citations,bio,researchInterests,domain,iitornit
supratik_chakraborty,Supratik Chakraborty,Indian Institute of Technology Bombay,"Dept. of Computer Science and Engineering, IIT Bombay","dept._of_computer_science_and_engineering,_iit_bombay",,27,52,0,2523,Professor at Indian Institute of Technology Bombay specializing in Formal Methods.,"Formal Methods, Software Verification",Computer Science,iit
supriyo_das,Supriyo Das,Indian Institute of Technology (IIT) Kharagpur,UGC-Assistant Professor,ugc-assistant_professor,,14,15,0,664,Professor at Indian Institute of Technology (IIT) Kharagpur specializing in Quantum Computing.,"Quantum Computing, Condensed Matter Physics",Physics,iit
dr._supriyo_roy,Dr. Supriyo Roy,BIT Mesra,"Professor, Department of Management, BIT-Mesra, Ranchi, Jharkhand, India","professor,_department_of_management,_bit-mesra,_ranchi,_jharkhand,_india",,11,17,0,441,Professor at BIT Mesra specializing in Management.,"Management, Organizational Behavior",Business Management,na
philip_sura,Philip Sura,Florida State University,Florida State University,florida_state_university,,21,23,0,1379,Professor at Florida State University specializing in Climate Dynamics.,"Climate Dynamics, Atmospheric Science",Other,na
surabhi_chaudhuri,Surabhi Chaudhuri,National Institute of Technology Durgapur,"Professor, Department of Biotechnology, National Institute of Technology Durgapur","professor,_department_of_biotechnology,_national_institute_of_technology_durgapur",,11,14,0,722,Professor at National Institute of Technology Durgapur specializing in Biotechnology.,"Biotechnology, Genetic Engineering",Other,nit
vinay_nangia,Vinay Nangia,Suraj Eye Institute,Suraj Eye Institute,suraj_eye_institute,,95,185,0,193946,Professor at Suraj Eye Institute specializing in Ophthalmology.,"Ophthalmology, Corneal Diseases",Other,na
suraj_chandra_sharma,Suraj chandra sharma,RSS Construction,RSS Construction 🚧,rss_construction_🚧,,34,149,0,5753,Professor at RSS Construction specializing in Civil Engineering.,"Civil Engineering, Construction Management",Civil Engineering,na
"surajit_das,_ph.d.","Surajit Das, Ph.D.",National Institute of Technology Rourkela,"Professor, Dept of Life Science, National Institute of Technology, Rourkela, Odisha","professor,_dept_of_life_science,_national_institute_of_technology,_rourkela,_odisha",,57,128,0,10234,Professor at National Institute of Technology Rourkela specializing in Microbiology.,"Microbiology, Environmental Biotechnology",Other,nit
dr_surajit_giri,Dr Surajit Giri,Consultant Anaesthesiologist,Consultant Anaesthesiologist,consultant_anaesthesiologist,,3,2,0,36,Professor at Consultant Anaesthesiologist specializing in Anaesthesiology.,"Anaesthesiology, Pain Management",Business Management,na
surajit_kundu_(ph._d),Surajit Kundu (Ph. D),National Institute of Technology Jamshedpur,"Assistant Professor, ECE, National Institute of Technology Jamshedpur","assistant_professor,_ece,_national_institute_of_technology_jamshedpur",,18,29,0,993,Professor at National Institute of Technology Jamshedpur specializing in Electronics and Communication Engineering.,"Electronics and Communication Engineering, Signal Processing",Electrical Engineering,nit
surajit_panja,Surajit Panja,Bhabha Atomic Research Centre,Bhabha Atomic Research Centre,bhabha_atomic_research_centre,,14,21,0,728,Professor at Bhabha Atomic Research Centre specializing in Nuclear Physics.,"Nuclear Physics, Materials Science",Physics,na
surabhi_sharma,Surabhi Sharma,Retina and Phaco Surgeon,Retina and phaco surgeon,retina_and_phaco_surgeon,,46,154,0,8524,Professor at Retina and Phaco Surgeon specializing in Ophthalmology.,"Ophthalmology, Cataract Surgery",Medical Sciences,na
surekha_bhatia_-_p&f_engg.,Surekha Bhatia - P&F Engg.,Punjab Agricultural University,"Punjab Agricultural University, Ludhiana","punjab_agricultural_university,_ludhiana",,17,32,0,939,Professor at Punjab Agricultural University specializing in Food Engineering.,"Food Engineering, Postharvest Technology",Other,na
surekha_paneerselvam,Surekha Paneerselvam,Amrita Vishwa Vidyapeetham,"Amrita School of Engineering, Bengaluru","amrita_school_of_engineering,_bengaluru",,15,20,0,2049,Professor at Amrita Vishwa Vidyapeetham specializing in Artificial Intelligence.,"Artificial Intelligence, Data Science",Computer Science,na
surender_dhiman,SURENDER DHIMAN,ADGIPS,"Professor (ECE), ADGIPS, Delhi","professor_(ece),_adgips,_delhi",,7,7,0,479,Professor at ADGIPS specializing in Electronics and Communication Engineering.,"Electronics and Communication Engineering, Signal Processing",Electrical Engineering,na
surendra_p_shah,Surendra P Shah,Northwestern University,"Emeritus Professor Northwestern University;Presidential Distinguished Professor, University of Texas","emeritus_professor_northwestern_university;presidential_distinguished_professor,_university_of_texas",,144,654,0,70252,Professor at Northwestern University specializing in Concrete Materials.,"Concrete Materials, Fracture Mechanics",Other,na
dr._surender_kumar_sharma,Dr. Surender Kumar Sharma,Delhi Skill and Entrepreneurship University,Delhi Skill and Entrepreneurship University,delhi_skill_and_entrepreneurship_university,,23,102,0,3965,Professor at Delhi Skill and Entrepreneurship University specializing in Entrepreneurship.,"Entrepreneurship, Skill Development",Business Management,na
surendra_kumar_singh,Surendra Kumar Singh,Banda University of Agriculture and Technology,Banda University of Agriculture and Technology,banda_university_of_agriculture_and_technology,,20,75,0,2926,Professor at Banda University of Agriculture and Technology specializing in Agricultural Sciences.,"Agricultural Sciences, Environmental Sustainability",Computer Science,na
suresh_chandra_satapathy,Suresh Chandra Satapathy,KIIT Deemed to be University,"KIIT Deemed to be University,Bhubaneswar","kiit_deemed_to_be_university,bhubaneswar",,60,196,0,12661,Professor at KIIT Deemed to be University specializing in Data Mining.,"Data Mining, Computational Intelligence",Computer Science,na
suresh_chandra_nayak,suresh chandra nayak,The Assam Royal Global University,"Professor, The Assam Royal Global University","professor,_the_assam_royal_global_university",,2,0,0,15,Professor at The Assam Royal Global University specializing in Environmental Science.,"Environmental Science, Sustainable Development",Computer Science,na
suresh_chandra_satapathy,Suresh Chandra Satapathy,KIIT Deemed to be University,"KIIT Deemed to be University,Bhubaneswar","kiit_deemed_to_be_university,bhubaneswar",,60,196,0,12661,Professor at KIIT Deemed to be University specializing in Data Mining.,"Data Mining, Computational Intelligence",Computer Science,na
suresh_kumar,Suresh Kumar,Chaudhary Devi Lal University,Chaudhary Devi Lal University,chaudhary_devi_lal_university,,82,818,0,40186,Professor at Chaudhary Devi Lal University specializing in Mathematics.,"Mathematics, Fluid Dynamics",Mathematics,na
suresh_kumar,Suresh Kumar,Chaudhary Devi Lal University,Chaudhary Devi Lal University,chaudhary_devi_lal_university,,82,818,0,40186,Professor at Chaudhary Devi Lal University specializing in Mathematics.,"Mathematics, Fluid Dynamics",Mathematics,na
suresh_kumar_aggarwal,Suresh Kumar Aggarwal,Ex-Bhabha Atomic Research Center,Ex-Bhabha Atomic Research Center,ex-bhabha_atomic_research_center,,34,174,0,5261,Professor at Ex-Bhabha Atomic Research Center specializing in Nuclear Physics.,"Nuclear Physics, Radiation Safety",Physics,na
prof._suresh_kumar_gupta,Prof. Suresh Kumar Gupta,DPSR UNIVERSITY,Distinguished Professor& HOD Department of Clinical Research DPSR UNIVERSITY,distinguished_professor&_hod_department_of_clinical_research_dpsr_university,,69,312,0,19931,Professor at DPSR UNIVERSITY specializing in Clinical Research.,"Clinical Research, Healthcare Innovation",Medical Sciences,na
dr._a._suresh_kumar,Dr. A. Suresh Kumar,Jain (Deemed to be) University,"Professor at Jain (Deemed to be) University, Bangalore","professor_at_jain_(deemed_to_be)_university,_bangalore",,12,17,0,535,Professor at Jain (Deemed to be) University specializing in Computer Science.,"Computer Science, Artificial Intelligence",Computer Science,na
dr._suresh_k._pandey,Dr. Suresh K. Pandey,SuVi Eye Institute & Lasik Laser Center,"Director, SuVi Eye Institute & Lasik Laser Center, Kota","director,_suvi_eye_institute_&_lasik_laser_center,_kota",,52,117,0,9691,Professor at SuVi Eye Institute & Lasik Laser Center specializing in Ophthalmology.,"Ophthalmology, Refractive Surgery",Medical Sciences,na
suresh_kumar_sharma,Suresh Kumar Sharma,Panjab University,"Panjab University, Chandigarh, India","panjab_university,_chandigarh,_india",,27,89,0,3574,Professor at Panjab University specializing in Physics.,"Physics, Material Science",Physics,na
dr._suresh_kumar_singh,Dr. Suresh Kumar Singh,Iffco-Tokio General Insurance Co. Ltd,Iffco-Tokio General Insurance Co. Ltd,iffco-tokio_general_insurance_co._ltd,,39,189,0,7877,Professor at Iffco-Tokio General Insurance Co. Ltd specializing in Insurance Risk Management.,"Insurance Risk Management, Actuarial Science",Business Management,na
m.a._suresh_kumar,m.a. suresh kumar,UTHSCSA,UTHSCSA,uthscsa,,72,465,0,20985,Professor at UTHSCSA specializing in Neuroscience.,"Neuroscience, Neurodegenerative Diseases",Medical Sciences,na
dr._suresh_mikkili,Dr. Suresh Mikkili,National Institute of Technology Goa,National Institute of Technology Goa,national_institute_of_technology_goa,,27,48,0,3255,Professor at National Institute of Technology Goa specializing in Power Electronics.,"Power Electronics, Renewable Energy Systems",Electrical Engineering,nit
ramayanam_suresh,Ramayanam Suresh,Chadalawada Ramanamma Engineering College,"Professor in CSE, Chadalawada Ramanamma Engineering College","professor_in_cse,_chadalawada_ramanamma_engineering_college",,51,311,0,11661,Professor at Chadalawada Ramanamma Engineering College specializing in Computer Science Engineering.,"Computer Science Engineering, Data Structures",Computer Science,na
dr.g.s_suresh,Dr.G.S Suresh,Indian Institute of Science (IISc),Associate Professor,associate_professor,,28,42,0,2594,Professor at Indian Institute of Science (IISc) specializing in Materials Science.,"Materials Science, Nanotechnology",Mechanical Engineering,na
"surinder_p._singh,","Surinder P. Singh,",CSIR-National Physical Laboratory,"CSIR-National Physical Laboratory, New Delhi","csir-national_physical_laboratory,_new_delhi",,47,123,0,20349,Professor at CSIR-National Physical Laboratory specializing in Materials Science.,"Materials Science, Nanotechnology",Mechanical Engineering,na
prof._srinivas_suripeddi,Prof. Srinivas Suripeddi,VIT-AP University,"Department of Mathematics,  VIT-AP University, Amaravati","department_of_mathematics,__vit-ap_university,_amaravati",,32,68,0,4695,Professor at VIT-AP University specializing in Mathematics.,"Mathematics, Applied Mathematics",Mathematics,na
"prof._dr._batara_surya,_m.si","Prof. Dr. Batara Surya, M.Si",University Bosowa,University Bosowa,university_bosowa,,23,45,0,2824,Professor at University Bosowa specializing in Urban Planning.,"Urban Planning, Environmental Management",Business Management,na
surya_prakash_pathak,Surya Prakash Pathak,University of Houston,"PhD, CERN (ALICE) and  University of Houston","phd,_cern_(alice)_and__university_of_houston",,87,242,0,32920,Professor at University of Houston specializing in Particle Physics.,"Particle Physics, Heavy-Ion Collisions",Physics,na
jagadeesh_suriyaprakash,Jagadeesh Suriyaprakash,South China Normal University,"Distinguish Research Associate (Professor), South China Normal University .","distinguish_research_associate_(professor),_south_china_normal_university_.",,16,23,0,708,Professor at South China Normal University specializing in Materials Science.,"Materials Science, Nanotechnology",Mechanical Engineering,na
surmila_thokchom,Surmila Thokchom,National Institute of Technology Meghalaya,National Institute of Technology Meghalaya,national_institute_of_technology_meghalaya,,8,6,0,134,Professor at National Institute of Technology Meghalaya specializing in Structural Engineering.,"Structural Engineering, Earthquake Engineering",Civil Engineering,nit
prof._surajit_mandal,Prof. SURAJIT MANDAL,NDRI,"NDRI, Karnal/ WBUAFS, Kolkata, India","ndri,_karnal/_wbuafs,_kolkata,_india",,24,36,0,2524,Professor at NDRI specializing in Karnal.,"Karnal, Animal Genetics",Medical Sciences,na
karra_suryanarayana_vikrant,Karra Suryanarayana Vikrant,IIT Delhi,"Assistant Professor, IIT Delhi","assistant_professor,_iit_delhi",,16,20,0,926,Professor at IIT Delhi specializing in Materials Science.,"Materials Science, Nanotechnology",Mechanical Engineering,na
prof.suryanarayana_bhat,Prof.Suryanarayana Bhat,Banaras Hindu University,Professor in Mimansa,professor_in_mimansa,,1,1,0,51,Professor at Banaras Hindu University specializing in Mimansa.,"Mimansa, Vedic Studies",Other,na
suryoday_prodhan,Suryoday Prodhan,BITS Pilani,"Assistant Professor, BITS Pilani Hyderabad Campus","assistant_professor,_bits_pilani_hyderabad_campus",,8,6,0,300,Professor at BITS Pilani specializing in Algorithms.,"Algorithms, Theoretical Computer Science",Computer Science,na
susan_mathew_k,Susan Mathew K,Cochin University of Science and Technology (CUSAT),"Deputy Librarian(Retd)Cusat, Kalamassery","deputy_librarian(retd)cusat,_kalamassery",,6,4,0,205,Professor at Cochin University of Science and Technology (CUSAT) specializing in Library Science.,"Library Science, Information Management",Business Management,na
sushanta_debnath,Sushanta Debnath,Saha Institute of Nuclear Physics,Saha Institute of Nuclear Physics,saha_institute_of_nuclear_physics,,24,32,0,2092,Professor at Saha Institute of Nuclear Physics specializing in Particle Physics.,"Particle Physics, Quantum Field Theory",Physics,na
susanta_kumar_das,Susanta Kumar Das,Berhampur University,Berhampur university,berhampur_university,,28,98,0,4319,Professor at Berhampur University specializing in Condensed Matter Physics.,"Condensed Matter Physics, Materials Science",Physics,na
sushanta_kumar_mohapatra,Sushanta Kumar Mohapatra,CSIR-Central Glass and Ceramic Research Institute,"CSIR-Central glass and ceramic research institute, Kolkata, India","csir-central_glass_and_ceramic_research_institute,_kolkata,_india",,4,0,0,35,Professor at CSIR-Central Glass and Ceramic Research Institute specializing in Glass Science.,"Glass Science, Ceramic Materials",Other,na
